Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2020-10-10 21:21:25,false,"Running","11.01","898","01:08:55","158","182","4.5","154","172","6:16","4:54","79","76","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:02.53","12","29.0","01:08:51","01:08:55","38","70"
Running,2020-10-08 01:11:37,false,"Running","6.01","478","00:35:40","158","178","3.9","155","162","5:56","4:50","43","38","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:02.42","7","30.0","00:35:39","00:35:40","39","69"
Running,2020-10-06 20:39:28,false,"Running","6.01","463","00:36:02","152","174","3.6","154","162","6:00","4:21","44","43","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.41","7","30.0","00:35:59","00:36:02","31","61"
Running,2020-10-03 21:46:33,false,"Running","21.11","1,658","02:13:22","154","185","5.0","154","178","6:19","4:25","151","146","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:30.83","22","30.0","02:13:15","02:13:22","36","70"
Running,2020-10-01 23:11:21,false,"Fartlek Run","6.45","442","00:40:02","134","147","3.0","155","192","6:12","4:27","32","34","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.05","17","30.0","00:39:59","00:40:02","44","55"
Running,2020-09-29 22:13:25,false,"Running","6.01","512","00:35:20","166","198","4.9","155","166","5:53","4:55","42","39","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.71","7","31.0","00:35:16","00:35:20","37","68"
Running,2020-09-26 23:21:55,false,"Running","15.01","1,139","01:38:30","142","162","3.8","151","170","6:34","4:58","110","106","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:04.11","16","30.0","01:38:23","01:38:30","37","70"
Running,2020-09-24 23:58:37,false,"Tempo Intervals","8.98","691","00:55:38","147","172","4.0","164","180","6:12","4:56","48","51","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.26","13","29.0","00:55:34","00:55:38","42","55"
Running,2020-09-22 22:36:44,false,"Running","6.01","504","00:37:38","159","171","4.0","156","176","6:15","4:30","44","41","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:04.12","7","29.0","00:37:36","00:37:38","38","69"
Running,2020-09-20 22:08:31,false,"Running","16.01","1,240","01:48:38","147","174","3.5","150","156","6:47","4:39","117","112","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:01.91","17","30.0","01:48:30","01:48:38","38","70"
Running,2020-09-18 01:09:12,false,"Fartlek Run","7.68","636","00:50:02","152","175","4.1","159","190","6:31","4:53","41","41","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.70","29","30.0","00:49:53","00:50:02","43","57"
Running,2020-09-14 22:55:27,false,"Running","12.50","1,052","01:20:53","153","175","4.7","152","158","6:28","5:08","92","90","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","03:17.10","13","29.0","01:20:50","01:20:53","37","69"
Running,2020-09-12 23:28:57,false,"Running","16.01","1,289","01:44:34","151","172","4.1","153","160","6:32","4:40","118","118","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.09","17","30.0","01:44:27","01:44:34","34","66"
Running,2020-09-10 00:23:55,false,"Tempo Intervals","9.02","628","00:54:32","138","161","3.2","165","180","6:03","4:57","49","48","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:01.68","13","30.0","00:54:29","00:54:32","44","57"
Running,2020-09-07 22:23:50,false,"Running","6.01","362","00:36:17","124","140","2.2","157","162","6:02","4:04","43","44","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","00:02.61","7","31.0","00:36:15","00:36:17","35","65"
Running,2020-09-05 22:38:47,false,"Running","16.01","1,271","01:44:50","149","175","3.8","153","160","6:33","4:13","112","110","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.32","17","31.0","01:44:45","01:44:50","40","71"
Running,2020-09-02 22:20:17,false,"Fartlek Run","8.70","529","00:54:04","124","149","2.4","159","192","6:13","4:44","50","50","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:03.50","31","30.0","00:53:59","00:54:04","51","71"
Running,2020-08-31 22:08:22,false,"Running","13.00","1,013","01:26:03","142","166","3.8","154","162","6:37","4:47","92","86","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","00:02.32","14","31.0","01:25:56","01:26:03","39","71"
Running,2020-08-29 22:02:44,false,"Running","17.01","1,376","01:50:29","151","194","4.1","156","171","6:30","4:38","112","120","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","00:03.23","18","32.0","01:50:24","01:50:29","37","67"
Running,2020-08-27 00:19:31,false,"Tempo Intervals","9.04","581","00:54:25","131","155","2.7","166","177","6:01","4:56","50","48","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.53","13","30.0","00:54:22","00:54:25","43","56"
Running,2020-08-25 00:25:46,false,"Running","7.01","407","00:42:21","126","144","2.4","155","160","6:03","5:01","50","45","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.86","8","30.0","00:42:20","00:42:21","39","71"
Running,2020-08-23 00:04:00,false,"Running","16.01","1,259","01:47:20","148","176","3.5","152","157","6:42","4:56","122","115","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","00:02.30","17","31.0","01:47:15","01:47:20","78","110"
Running,2020-08-20 23:22:31,false,"Fartlek Run","8.01","695","00:54:02","155","172","4.2","156","180","6:45","4:23","172","165","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:02.02","31","25.0","00:53:48","00:54:16","823","923"
Running,2020-08-17 22:14:04,false,"Running","13.01","1,131","01:20:11","163","187","5.0","156","160","6:10","4:09","93","88","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.01","14","29.0","01:20:06","01:20:11","36","71"
Running,2020-08-15 22:56:42,false,"Running","21.13","1,702","02:15:59","153","178","4.6","154","158","6:26","4:24","146","142","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:55.49","22","30.0","02:15:55","02:15:59","37","71"
Running,2020-08-13 23:58:56,false,"Tempo Intervals","10.16","738","01:02:23","142","160","3.6","164","179","6:08","4:19","50","51","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.71","15","30.0","01:02:19","01:02:23","41","56"
Running,2020-08-10 23:33:54,false,"Running","12.01","969","01:15:37","150","173","4.5","153","157","6:18","4:08","84","80","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.45","13","29.0","01:15:33","01:15:37","36","67"
Running,2020-08-09 00:19:32,false,"Running","13.57","1,081","01:22:43","152","183","4.5","159","177","6:06","4:18","94","87","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","03:16.03","14","30.0","01:22:39","01:22:43","40","74"
Running,2020-08-06 23:14:59,false,"Cruise Intervals","8.67","616","00:51:54","139","169","3.5","163","180","5:59","4:47","44","45","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.60","17","31.0","00:51:49","00:51:54","51","68"
Running,2020-08-03 23:17:08,false,"Running","6.01","483","00:35:59","152","175","3.9","154","158","5:59","4:38","43","38","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.71","7","30.0","00:35:58","00:35:59","38","69"
Running,2020-08-02 00:29:10,false,"Running","16.00","1,117","01:38:49","137","167","3.8","155","163","6:11","4:17","114","110","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.46","17","30.0","01:38:45","01:38:49","38","71"
Running,2020-07-28 23:39:49,false,"Running","9.01","612","00:52:31","139","164","3.4","160","179","5:50","4:14","60","56","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.27","10","31.0","00:52:27","00:52:31","39","70"
Running,2020-07-27 23:55:07,false,"Running","8.01","465","00:47:19","122","141","2.3","156","160","5:55","4:22","51","53","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:01.79","9","30.0","00:47:17","00:47:19","30","60"
Running,2020-07-26 00:20:29,false,"Running","11.01","821","01:07:49","142","155","3.6","155","160","6:10","4:46","74","75","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.43","12","30.0","01:07:45","01:07:49","34","67"
Running,2020-07-21 22:24:44,false,"Running","7.01","488","00:42:26","134","150","3.1","156","160","6:03","5:02","46","45","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:03.91","8","30.0","00:42:24","00:42:26","36","66"
Running,2020-07-20 22:45:49,false,"Running","7.01","458","00:41:05","134","150","3.0","156","162","5:52","4:45","47","45","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.17","8","30.0","00:41:03","00:41:05","38","70"
Running,2020-07-18 23:44:19,false,"Running","11.01","854","01:08:35","148","174","4.2","155","160","6:14","4:48","80","75","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:02.34","12","30.0","01:08:32","01:08:35","41","75"
Running,2020-07-15 21:29:40,false,"Running","7.01","512","00:40:40","145","161","3.6","156","160","5:48","5:03","50","50","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.65","8","30.0","00:40:37","00:40:40","40","70"
Running,2020-07-14 00:23:29,false,"Running","7.01","550","00:41:02","154","174","4.3","156","160","5:51","4:54","48","49","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:02.03","8","30.0","00:41:00","00:41:02","31","62"
Running,2020-07-12 00:13:50,false,"Running","11.01","880","01:06:57","154","171","4.7","155","160","6:05","4:39","79","72","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:03.41","12","30.0","01:06:54","01:06:57","39","71"
Running,2020-07-08 21:39:23,false,"Running","6.01","465","00:35:44","151","172","3.7","154","160","5:57","5:00","43","40","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.51","7","29.0","00:35:42","00:35:44","39","70"
Running,2020-07-06 22:45:25,false,"Running","6.01","454","00:36:44","141","170","3.5","154","162","6:07","5:05","41","36","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:03.10","7","31.0","00:36:42","00:36:44","40","70"
Running,2020-07-05 00:53:09,false,"Running","10.01","695","00:55:47","145","179","4.3","174","183","5:34","4:23","56","56","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:01.95","11","30.0","00:55:43","00:55:47","46","59"
Running,2020-07-03 00:51:40,false,"Fartlek Run","6.92","496","00:42:02","142","170","3.4","158","191","6:04","4:00","39","39","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:01.61","19","28.0","00:41:56","00:42:02","43","56"
Running,2020-06-30 21:08:32,false,"Running","6.00","451","00:36:53","144","161","3.3","156","162","6:09","4:58","38","35","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:01.99","7","30.0","00:36:51","00:36:53","39","69"
Running,2020-06-28 01:34:57,false,"Running","6.01","468","00:37:33","148","164","3.5","158","164","6:15","5:25","41","40","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.01","7","29.0","00:37:30","00:37:33","35","66"
Running,2020-06-26 00:12:50,false,"Running","6.00","453","00:37:20","141","162","3.4","158","162","6:13","5:12","45","40","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:01.88","7","29.0","00:37:19","00:37:20","39","70"
Running,2020-06-18 23:25:36,false,"Tempo Run","9.01","691","00:53:05","152","180","4.4","164","178","5:54","5:00","47","45","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:23.71","11","29.0","00:53:01","00:53:08","52","70"
Running,2020-06-15 22:59:54,false,"Running","13.01","1,093","01:23:50","158","183","4.8","159","162","6:27","4:44","92","88","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:01.83","14","30.0","01:23:45","01:23:50","93","127"
Running,2020-06-13 23:42:26,false,"Running","12.02","950","01:14:38","151","173","4.3","162","249","6:13","4:48","87","83","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:06.68","13","30.0","01:14:34","01:14:38","36","69"
Running,2020-06-10 22:36:14,false,"Fartlek Run","6.64","439","00:40:03","136","156","3.0","164","192","6:02","3:57","37","40","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:02.64","33","30.0","00:39:55","00:40:03","124","135"
Running,2020-06-08 23:34:40,false,"Running","12.01","984","01:13:05","158","179","5.0","158","162","6:05","4:15","86","79","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:02.19","13","30.0","01:13:00","01:13:05","39","71"
Running,2020-06-04 22:56:12,false,"Running","15.01","1,163","01:34:27","149","169","4.0","159","162","6:18","4:51","115","109","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:02.10","16","28.0","01:34:23","01:34:27","36","73"
Running,2020-06-03 23:41:55,false,"Fartlek Run","7.02","483","00:42:02","138","166","3.2","163","186","5:59","4:35","36","38","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:01.95","15","29.0","00:41:58","00:42:02","132","152"
Running,2020-06-01 22:19:13,false,"Running","7.01","487","00:41:52","136","150","3.2","159","164","5:58","4:35","52","46","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:02.78","8","30.0","00:41:50","00:41:52","41","76"
Running,2020-05-30 23:39:54,false,"Running","11.01","926","01:06:25","0","0","--","161","176","6:02","4:41","83","76","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.94","12","28.0","01:06:21","01:06:25","38","72"
Running,2020-05-27 21:33:37,false,"Tempo Run","8.94","620","00:52:10","143","165","3.5","162","179","5:50","4:44","47","49","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:03.40","11","28.0","00:52:07","00:52:10","44","70"
Running,2020-05-25 22:08:29,false,"Running","10.01","795","01:01:08","152","165","4.4","157","162","6:06","4:48","79","76","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.48","11","29.0","01:01:03","01:01:08","38","72"
Running,2020-05-23 23:45:08,false,"Running","10.01","792","01:01:34","149","178","4.5","157","166","6:09","5:00","78","72","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:03.16","11","29.0","01:01:28","01:01:34","41","74"
Running,2020-05-21 00:30:23,false,"Fartlek Run","6.57","455","00:40:02","138","162","3.1","160","187","6:05","4:33","31","33","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.27","17","30.0","00:39:58","00:40:02","41","52"
Running,2020-05-18 21:37:11,false,"Running","6.01","472","00:38:00","147","173","3.5","153","159","6:19","5:03","30","30","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","30.0","0:00","No","00:03.12","7","32.0","00:37:59","00:38:00","46","56"
Running,2020-05-14 23:54:59,false,"Running","10.01","831","01:03:10","154","184","5.0","159","162","6:19","5:05","77","74","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:03.11","11","29.0","01:03:07","01:03:10","39","73"
Running,2020-05-13 21:36:09,false,"Fartlek Run","6.63","508","00:40:02","154","176","3.9","157","186","6:02","4:17","28","33","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:01.99","25","30.0","00:39:28","00:40:02","46","56"
Running,2020-05-11 21:11:44,false,"Running","6.01","419","00:34:33","143","165","3.4","156","162","5:45","4:59","43","39","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.21","7","28.0","00:34:31","00:34:33","41","71"
Running,2020-05-08 17:26:13,false,"Running","10.01","787","00:59:05","157","178","4.6","162","168","5:54","5:15","57","54","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.97","11","30.0","00:59:02","00:59:05","123","139"
Running,2020-05-06 21:08:41,false,"Running","6.00","424","00:36:27","137","160","3.3","154","159","6:04","5:13","45","42","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:01.99","7","28.0","00:36:25","00:36:27","32","63"
Running,2020-05-04 21:57:17,false,"Running","6.01","505","00:35:37","164","182","4.8","153","161","5:56","5:02","45","38","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:03.07","7","29.0","00:35:37","00:35:40","38","70"
Running,2020-05-01 17:03:04,false,"Running","10.01","766","00:58:55","152","174","4.8","157","162","5:53","5:05","59","58","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:03.62","11","28.0","00:58:51","00:58:55","127","139"
Running,2020-04-29 18:26:37,false,"Running","6.02","448","00:33:50","154","174","4.0","160","167","5:37","5:09","38","38","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:05.28","7","27.0","00:33:48","00:33:50","128","140"
Running,2020-04-28 01:11:55,false,"Running","6.01","475","00:35:45","157","172","4.2","158","163","5:57","4:59","31","29","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:03.08","7","28.0","00:35:43","00:35:45","130","139"
Running,2020-04-24 16:50:34,false,"Running","10.01","778","00:59:09","154","177","5.0","159","219","5:55","4:27","58","57","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:02.41","11","30.0","00:59:06","00:59:09","43","59"
Running,2020-04-23 01:58:05,false,"Running","6.01","447","00:38:26","140","155","3.5","156","160","6:24","5:24","27","30","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.05","7","29.0","00:38:24","00:38:26","53","66"
Running,2020-04-20 00:13:34,false,"Running","6.01","485","00:36:15","156","178","4.6","156","160","6:02","5:27","33","32","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.27","7","29.0","00:36:12","00:36:15","46","56"
Running,2020-04-17 01:07:19,false,"Running","5.01","353","00:28:25","146","172","3.7","157","161","5:40","4:58","38","37","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:02.40","6","28.0","00:28:23","00:28:25","48","58"
Running,2020-04-16 00:22:56,false,"Running","5.01","383","00:29:40","149","162","3.8","157","162","5:55","5:05","44","42","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.24","6","29.0","00:29:39","00:29:40","46","57"
Running,2020-04-14 01:35:47,false,"Running","5.01","356","00:30:54","137","155","3.2","155","159","6:10","5:02","45","42","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:02.08","6","27.0","00:30:51","00:30:54","44","52"
Running,2020-04-12 00:05:40,false,"Running","5.01","378","00:29:41","147","168","3.7","155","159","5:56","4:41","49","47","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:01.68","6","27.0","00:29:37","00:29:41","51","60"
Indoor Running,2020-04-03 00:51:58,false,"Indoor Running","5.01","383","00:37:59","126","157","2.9","140","157","7:35","6:23","--","--","0.94","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:03.16","6","29.0","00:37:52","00:37:59","--","--"
Treadmill Running,2020-04-01 02:08:53,false,"Treadmill Running","4.01","238","00:30:44","110","155","2.0","138","149","7:40","6:38","--","--","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:03.17","5","28.0","00:30:37","00:30:44","--","--"
Treadmill Running,2020-03-26 23:02:05,false,"Treadmill Running","5.00","404","00:40:21","126","150","2.3","139","172","8:04","4:38","--","--","0.89","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:00.72","6","30.0","00:40:21","00:40:21","--","--"
Running,2020-03-24 19:13:30,false,"Running","7.01","520","00:40:34","147","168","3.8","156","160","5:47","4:48","60","61","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:02.95","8","26.0","00:40:32","00:40:34","44","72"
Running,2020-03-16 22:26:36,false,"Running","7.01","575","00:43:25","152","174","3.8","156","159","6:12","5:06","62","66","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:02.80","8","25.0","00:43:23","00:43:25","38","68"
Running,2020-03-13 10:15:35,false,"Running","12.01","1,025","01:14:42","157","179","4.9","159","163","6:13","4:59","110","100","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:03.12","13","28.0","01:14:38","01:14:42","45","75"
Running,2020-03-11 22:35:32,false,"Running","7.01","538","00:42:44","145","168","3.4","155","160","6:06","5:13","65","64","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:03.01","8","29.0","00:42:43","00:42:44","41","75"
Running,2020-03-10 04:17:11,false,"Running","7.01","619","00:43:16","160","179","4.3","162","167","6:11","5:12","38","39","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:02.23","8","29.0","00:43:13","00:43:16","47","57"
Running,2020-03-06 15:40:53,false,"Running","10.01","713","00:58:51","138","170","3.6","160","165","5:53","4:59","84","93","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","15.0","0:00","No","00:02.87","11","27.0","00:58:48","00:58:51","43","72"
Running,2020-03-04 22:06:32,false,"Running","6.01","449","00:36:20","140","153","3.1","156","159","6:03","4:46","52","48","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:02.38","7","26.0","00:36:16","00:36:20","43","71"
Running,2020-03-02 17:58:58,false,"Running","6.01","446","00:34:27","145","174","3.5","157","162","5:44","5:05","48","50","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:02.83","7","26.0","00:34:25","00:34:27","45","74"
Running,2020-02-28 06:21:18,false,"Running","21.34","1,702","01:55:01","161","183","5.0","164","172","5:23","4:14","103","111","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","01:39.22","22","22.0","00:00:00","01:55:01","-7","22"
Running,2020-02-26 00:26:34,false,"Fartlek Run","6.74","490","00:42:02","139","164","3.2","157","190","6:14","4:15","38","38","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:02.44","19","25.0","00:41:58","00:42:02","44","56"
Running,2020-02-24 09:30:40,false,"Running","6.01","453","00:35:16","145","159","3.3","160","163","5:52","5:13","50","45","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:02.59","7","25.0","00:35:14","00:35:16","47","72"
Running,2020-02-21 14:20:44,false,"Running","16.51","1,294","01:35:22","153","174","4.9","158","162","5:47","5:16","60","56","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","02:56.43","17","29.0","01:35:18","01:35:22","-2","10"
Running,2020-02-20 09:35:10,false,"Tempo Intervals","12.97","900","01:12:42","148","168","4.0","172","188","5:36","4:29","77","75","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:02.53","18","26.0","01:12:39","01:12:42","51","68"
Running,2020-02-18 09:13:43,false,"Running","6.01","443","00:35:33","142","171","3.2","161","165","5:55","4:46","51","49","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.07","7","26.0","00:35:32","00:35:33","46","73"
Running,2020-02-13 18:33:24,false,"Running","19.01","1,601","01:59:48","156","173","5.0","159","163","6:18","4:56","161","169","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","15.0","0:00","No","00:01.83","20","25.0","01:59:39","01:59:48","39","74"
Running,2020-02-12 20:08:57,false,"Fartlek Run","9.29","730","00:54:01","158","174","4.3","161","186","5:49","4:11","52","51","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","00:01.29","31","27.0","00:53:53","00:54:01","52","69"
Running,2020-02-10 14:45:45,false,"Running","15.01","1,209","01:30:07","156","175","4.5","160","165","6:00","4:58","136","126","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","13.0","0:00","No","00:02.79","16","25.0","01:30:02","01:30:07","46","75"
Running,2020-02-07 13:56:05,false,"Running","19.01","1,621","01:52:08","164","181","5.0","162","182","5:54","4:19","173","169","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","16.0","0:00","No","00:02.07","20","25.0","01:52:02","01:52:08","44","78"
