Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-05-20 21:17:19,false,"Tempo Intervals","10.06","793","01:04:37","155","167","3.9","167","188","6:25","4:30","67","72","0.93","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:01.54","15","30.0","01:04:32","01:04:37","46","64"
Running,2021-05-17 22:29:39,false,"Running","12.26","928","01:20:06","149","177","3.6","158","166","6:32","4:57","113","121","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","01:44.71","13","29.0","01:19:58","01:20:06","45","55"
Running,2021-05-15 21:26:54,false,"Running","13.01","981","01:25:12","149","161","3.3","158","174","6:33","4:54","95","100","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:00.86","14","28.0","01:25:08","01:25:12","44","57"
Running,2021-05-13 23:06:01,false,"Cruise Intervals","8.57","687","00:54:37","155","173","4.0","164","182","6:22","4:48","92","92","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:01.76","17","29.0","00:54:29","00:54:37","46","58"
Running,2021-05-10 23:40:21,false,"Running","6.01","441","00:35:44","147","160","3.2","165","176","5:57","5:12","42","45","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:02.21","7","29.0","00:35:37","00:35:44","42","72"
Running,2021-05-07 07:27:47,false,"Running","14.55","1,101","01:27:33","152","163","4.0","165","176","6:01","5:08","23","27","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","03:17.65","15","28.0","01:27:28","01:27:33","-0","11"
Running,2021-05-05 23:19:25,false,"Running","6.55","490","00:40:01","146","162","3.3","170","194","6:07","4:59","45","46","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","03:21.96","7","30.0","00:39:50","00:40:01","43","75"
Running,2021-05-04 00:17:53,false,"Running","6.52","477","00:38:58","145","156","3.2","163","170","5:59","4:44","44","44","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","03:05.49","7","29.0","00:38:54","00:38:58","37","68"
Running,2021-04-30 08:08:51,false,"Running","14.54","1,105","01:27:10","155","172","4.1","163","182","6:00","5:07","34","32","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","02:59.60","15","29.0","01:27:06","01:27:10","2","12"
Running,2021-04-29 00:23:40,false,"Running","6.54","502","00:41:27","150","159","3.2","163","182","6:20","5:24","47","45","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","03:29.57","7","29.0","00:41:21","00:41:27","42","71"
Running,2021-04-26 23:27:09,false,"Running","6.51","490","00:39:37","148","163","3.3","159","166","6:05","5:21","47","46","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","03:04.14","7","29.0","00:39:35","00:39:37","42","73"
Running,2021-04-23 03:45:28,false,"Running","11.56","1,125","01:30:09","160","174","4.2","148","176","7:48","5:51","226","249","0.87","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","14.0","0:00","No","06:04.79","12","23.0","01:27:46","01:30:09","61","181"
Running,2021-04-22 19:36:37,false,"Running","8.12","788","01:07:19","154","177","3.6","139","162","8:17","5:24","247","30","0.88","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","03:52.29","9","24.0","01:02:40","01:07:19","-188","49"
Running,2021-04-22 12:27:30,false,"Running","7.19","601","00:46:50","158","174","3.9","145","164","6:31","5:09","9","28","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","31.0","0:00","No","04:24.27","8","34.0","00:43:16","00:46:50","84","106"
Running,2021-04-20 23:13:27,false,"Fartlek Run","5.63","414","00:33:41","148","167","3.1","161","192","5:59","4:11","27","31","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","01:00.00","17","28.0","00:33:35","00:33:41","42","64"
Running,2021-04-18 23:59:13,false,"Running","5.03","377","00:30:07","145","163","3.1","157","162","5:59","4:31","39","37","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:10.36","6","29.0","00:30:05","00:30:07","43","77"
Running,2021-04-16 17:18:12,false,"Running","11.53","874","01:07:04","153","169","4.2","162","186","5:49","4:37","95","94","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","02:55.84","12","30.0","01:06:55","01:07:04","43","71"
Running,2021-04-14 17:27:20,false,"Fartlek Run","8.63","633","00:50:02","156","171","3.7","167","194","5:48","4:21","49","47","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:01.66","43","27.0","00:49:51","00:50:02","52","70"
Running,2021-04-13 09:17:07,false,"Running","7.01","488","00:40:12","146","167","3.4","173","188","5:44","4:26","53","57","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.01","8","25.0","00:40:07","00:40:12","42","71"
Running,2021-04-09 16:36:01,false,"Running","16.01","1,145","01:33:31","152","178","3.8","167","176","5:51","5:12","135","136","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.33","17","28.0","01:33:25","01:33:31","37","69"
Running,2021-04-07 23:25:38,false,"Tempo Run","8.50","652","00:51:43","151","170","3.7","166","182","6:05","4:59","47","49","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:01.66","10","29.0","00:51:41","00:51:43","43","57"
Running,2021-04-05 22:51:45,false,"Running","13.60","1,050","01:20:10","156","179","4.5","158","178","5:54","4:53","111","101","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","03:21.05","14","29.0","01:20:05","01:20:10","37","77"
Running,2021-04-02 16:00:30,false,"Running","12.53","911","01:10:00","154","171","4.3","165","184","5:35","4:38","108","111","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","02:54.21","13","29.0","01:09:57","01:10:00","36","70"
Running,2021-03-31 10:34:30,false,"Fartlek Run","7.67","548","00:44:02","153","173","3.5","166","220","5:44","4:12","42","45","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.42","35","26.0","00:43:53","00:44:02","47","65"
Running,2021-03-29 19:06:02,false,"Running","12.55","918","01:12:41","150","161","3.8","161","168","5:48","4:58","105","106","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","02:59.65","13","27.0","01:12:36","01:12:41","43","74"
Running,2021-03-26 00:06:15,false,"Running","7.01","513","00:40:27","148","161","3.4","164","172","5:46","4:42","51","49","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","16.0","0:00","No","00:01.55","8","27.0","00:40:24","00:40:27","38","72"
Running,2021-03-23 21:24:20,false,"Running","6.54","500","00:38:15","152","170","3.6","163","170","5:51","4:49","49","53","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","03:10.14","7","28.0","00:38:14","00:38:15","29","65"
Running,2021-03-22 00:35:13,false,"Running","6.56","479","00:36:53","151","162","3.5","161","168","5:37","4:19","45","40","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","03:16.95","7","30.0","00:36:51","00:36:53","32","70"
Running,2021-03-19 16:05:20,false,"Running","10.01","707","00:55:01","151","171","4.0","166","176","5:30","4:31","61","66","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.72","11","26.0","00:54:58","00:55:01","-35","-5"
Running,2021-03-18 10:18:25,false,"Running","7.01","524","00:40:48","152","164","3.5","168","188","5:49","5:19","46","46","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:04.87","8","27.0","00:40:45","00:40:48","34","64"
Running,2021-03-16 00:10:05,false,"Running","6.53","484","00:38:29","147","159","3.4","160","166","5:54","5:10","45","45","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","03:07.04","7","28.0","00:38:23","00:38:29","38","65"
Running,2021-03-12 08:44:16,false,"Running","10.01","737","00:54:38","157","172","4.4","183","208","5:27","4:38","57","66","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:02.44","11","24.0","00:54:33","00:54:38","28","62"
Running,2021-03-10 00:16:12,false,"Fartlek Run","6.40","494","00:40:02","150","178","3.4","163","202","6:15","4:21","39","34","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.03","19","28.0","00:39:53","00:40:02","47","59"
Running,2021-03-08 09:45:45,false,"Running","6.01","444","00:33:04","155","167","3.5","163","178","5:30","4:35","44","44","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.48","7","25.0","00:32:50","00:33:04","36","67"
Running,2021-03-05 14:41:33,false,"Running","16.01","1,184","01:31:02","155","171","4.4","170","188","5:41","5:00","92","98","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:03.28","17","26.0","01:30:56","01:31:02","33","66"
Running,2021-03-03 15:42:23,false,"Tempo Intervals","13.15","824","01:14:18","142","162","3.0","173","198","5:39","4:36","71","72","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:11.31","18","26.0","01:14:12","01:14:18","39","63"
Running,2021-03-01 20:52:29,false,"Running","6.09","467","00:40:27","144","165","3.0","156","170","6:38","4:35","22","23","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","00:30.65","7","29.0","00:40:26","00:40:27","-2","7"
Running,2021-02-28 09:12:10,false,"Running","18.53","1,324","01:50:02","150","162","3.8","164","184","5:56","4:58","106","108","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","03:12.99","19","26.0","01:49:57","01:50:02","33","75"
Running,2021-02-24 10:36:44,false,"Fartlek Run","8.34","590","00:50:02","148","167","3.4","166","202","6:00","4:21","53","47","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:02.29","31","27.0","00:49:53","00:50:02","49","73"
Running,2021-02-22 09:34:53,false,"Running","13.01","963","01:18:51","148","163","3.8","166","186","6:04","5:05","79","80","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:04.73","14","26.0","01:18:46","01:18:51","41","68"
Running,2021-02-20 20:25:04,false,"Running","15.27","1,190","01:40:29","152","175","3.8","155","186","6:35","5:10","143","143","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","8.0","0:00","No","01:36.68","16","28.0","01:40:26","01:40:29","687","753"
Running,2021-02-16 09:13:31,false,"Tempo Intervals","9.35","679","00:53:17","152","166","3.8","175","206","5:42","4:54","56","65","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.13","13","26.0","00:53:13","00:53:17","48","72"
Running,2021-02-14 23:59:20,false,"Running","7.53","589","00:45:51","154","174","3.7","160","180","6:05","4:44","60","62","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","03:07.41","8","28.0","00:45:39","00:45:51","42","72"
Running,2021-02-12 15:00:43,false,"Running","15.00","1,091","01:28:28","150","173","3.9","166","196","5:54","4:38","96","104","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.22","16","27.0","01:28:24","01:28:28","35","66"
Running,2021-02-11 09:23:51,false,"Fartlek Run","8.29","594","00:50:03","149","170","3.5","169","216","6:02","3:48","55","42","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.88","31","27.0","00:49:55","00:50:03","51","68"
Running,2021-02-09 08:38:43,false,"Running","13.01","954","01:21:14","147","157","3.5","162","188","6:15","4:35","85","95","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:03.32","14","29.0","01:21:09","01:21:14","29","65"
Running,2021-02-05 15:08:51,false,"Running","12.01","953","01:10:59","160","188","5.0","162","176","5:55","5:06","93","100","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.49","13","27.0","01:10:55","01:10:59","37","69"
Running,2021-02-02 23:34:46,false,"Israel - Tempo Intervals","8.11","614","00:48:35","154","170","3.7","165","184","5:59","4:32","45","47","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:03.06","12","28.0","00:48:31","00:48:35","43","55"
Running,2021-01-31 23:00:14,false,"Running","11.52","864","01:11:47","148","172","3.8","166","174","6:14","5:02","83","83","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","15.0","0:00","No","03:04.81","12","27.0","01:11:44","01:11:47","40","70"
Running,2021-01-29 14:47:48,false,"Running","13.01","932","01:17:51","148","175","3.8","161","184","5:59","4:50","93","103","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","13.0","0:00","No","00:02.06","14","25.0","01:17:46","01:17:51","31","62"
Running,2021-01-28 01:03:16,false,"Cruise Intervals","8.61","620","00:52:25","147","161","3.3","168","194","6:05","4:42","49","52","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:02.97","17","27.0","00:52:21","00:52:25","40","55"
Running,2021-01-25 23:47:10,false,"Running","6.52","466","00:38:05","145","162","3.4","171","188","5:50","4:25","49","47","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","13.0","0:00","No","02:58.89","7","26.0","00:38:04","00:38:05","44","74"
Running,2021-01-22 13:56:11,false,"Running","16.04","1,144","01:32:13","152","170","4.0","164","170","5:45","4:41","111","111","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:06.58","17","26.0","01:32:07","01:32:13","38","66"
Running,2021-01-21 11:12:38,false,"Running","9.01","673","00:51:47","153","173","4.0","169","190","5:45","4:44","62","57","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:03.00","10","24.0","00:51:44","00:51:47","35","65"
Running,2021-01-19 09:16:43,false,"Running","8.20","620","00:47:58","152","166","3.8","172","194","5:51","4:34","74","76","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","01:10.25","9","24.0","00:47:51","00:47:58","50","86"
Running,2021-01-15 13:26:13,false,"Running","13.03","933","01:17:05","148","174","3.5","170","192","5:55","4:55","90","89","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","16.0","0:00","No","00:04.18","14","26.0","01:16:59","01:17:05","42","78"
Running,2021-01-12 22:43:08,false,"Running","7.01","518","00:41:40","146","162","3.3","171","192","5:57","4:50","50","48","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.81","8","28.0","00:41:38","00:41:40","42","74"
Running,2021-01-10 23:13:55,false,"Running","7.01","548","00:46:51","146","172","3.1","157","168","6:41","5:04","51","51","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","00:01.41","8","28.0","00:46:49","00:46:51","42","72"
Running,2021-01-08 09:56:50,false,"Running","13.01","999","01:15:05","155","166","4.5","167","188","5:46","4:44","87","83","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.50","14","31.0","01:15:00","01:15:05","50","76"
Running,2021-01-06 22:48:05,false,"Running","7.61","555","00:43:04","151","168","3.6","174","198","5:40","4:59","58","56","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","03:14.65","8","28.0","00:43:01","00:43:04","42","71"
Running,2021-01-03 23:47:28,false,"Running","7.63","544","00:44:09","146","164","3.4","170","186","5:47","4:57","63","62","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","03:22.74","8","28.0","00:44:06","00:44:09","38","69"
Running,2021-01-01 10:26:03,false,"Running","12.01","916","01:11:58","150","163","3.9","162","180","6:00","5:11","68","57","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:02.98","13","28.0","01:11:54","01:11:58","51","74"
Running,2020-12-31 01:01:23,false,"Running","6.01","451","00:36:20","147","166","3.2","172","182","6:03","5:02","49","47","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","00:02.55","7","28.0","00:36:18","00:36:20","43","71"
Running,2020-12-28 23:14:18,false,"Running","6.01","447","00:37:19","144","162","3.0","165","178","6:13","5:02","49","46","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","16.0","0:00","No","00:02.27","7","27.0","00:37:17","00:37:19","43","72"
Running,2020-12-24 14:31:53,false,"Running","13.01","1,073","01:14:55","164","187","5.0","170","194","5:46","4:50","74","84","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:02.56","14","25.0","01:14:50","01:14:55","84","114"
Running,2020-12-22 23:42:18,false,"Running","6.01","427","00:35:08","145","167","3.1","166","180","5:51","4:45","52","50","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:03.20","7","27.0","00:35:07","00:35:08","41","69"
Running,2020-12-20 21:56:49,false,"Running","6.01","443","00:34:52","148","161","3.2","162","184","5:48","4:28","48","47","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","16.0","0:00","No","00:02.95","7","27.0","00:34:49","00:34:52","45","71"
Running,2020-12-18 10:21:12,false,"Running","21.14","1,573","02:05:16","155","170","3.9","173","194","5:56","4:38","117","96","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:40.96","22","28.0","02:05:10","02:05:16","44","68"
Running,2020-12-15 14:11:18,false,"Fartlek Run","6.74","495","00:40:07","149","180","3.3","163","206","5:57","4:17","38","42","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:06.64","19","26.0","00:40:05","00:40:10","50","71"
Running,2020-12-14 00:33:25,false,"Running","6.01","468","00:37:22","149","172","3.2","168","180","6:13","5:20","49","45","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:01.49","7","27.0","00:37:19","00:37:22","44","71"
Running,2020-12-11 09:47:46,false,"Running","15.10","1,100","01:31:02","149","164","3.5","167","178","6:02","4:41","92","77","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:30.36","16","29.0","01:30:59","01:31:02","51","70"
